Point #N	Game	Score(H:F)	L_i		G_A		G_B		M_A		M_B		Elo_H		Elo_F
1		1	1:0		0.017723	0.017723	0.000000	0.017723	0.000000	0.571264	0.585730
2		1	1:1		0.017236	0.000000	-0.017236	0.005908	-0.011490	0.570741	0.585229
3		1	2:1		0.017836	0.017836	0.000000	0.012724	-0.004924	0.571043	0.585515
4		1	3:1		0.017828	0.017828	0.000000	0.015446	-0.002298	0.571163	0.585629
5		1	4:1		0.017777	0.017777	0.000000	0.016649	-0.001112	0.571217	0.585681
6		1	5:1		0.015570	0.015570	0.000000	0.016075	-0.000556	0.571186	0.585708
7		1	6:1		0.013767	0.013767	0.000000	0.015143	0.000000	0.571139	0.585736
8		1	7:1		0.010701	0.010701	0.000000	0.012807	0.000000	0.571025	0.585741
9		1	8:1		0.007057	0.007057	0.000000	0.009759	0.000000	0.570877	0.585747
10		1	9:1		0.004861	0.004861	0.000000	0.007102	0.000000	0.570749	0.585753
11		1	10:1		0.003550	0.003550	0.000000	0.005132	0.000000	0.570653	0.585757
12		1	10:2		0.001814	0.000000	-0.001814	0.002344	-0.000936	0.570522	0.585721
13		1	11:2		0.003287	0.003287	0.000000	0.002696	-0.000468	0.570537	0.585741
14		2	1:0		0.017502	0.017502	0.000000	0.010267	-0.000234	0.570903	0.585735
15		2	2:0		0.016534	0.016534	0.000000	0.013212	-0.000128	0.571046	0.585734
16		2	2:1		0.017213	0.000000	-0.017213	0.004779	-0.010653	0.570683	0.585270
17		2	2:2		0.018764	0.000000	-0.018764	0.001714	-0.015900	0.570557	0.585035
18		2	3:2		0.018893	0.018893	0.000000	0.013247	-0.005426	0.571071	0.585491
19		2	3:3		0.020525	0.000000	-0.020525	0.004326	-0.015597	0.570683	0.585044
20		2	3:4		0.020136	0.000000	-0.020136	0.001384	-0.018691	0.570554	0.584908
21		2	3:5		0.020687	0.000000	-0.020687	0.000457	-0.020037	0.570515	0.584848
22		2	4:5		0.020564	0.020564	0.000000	0.013983	-0.006563	0.571111	0.585437
23		2	5:5		0.023677	0.023677	0.000000	0.020490	-0.002166	0.571408	0.585625
24		2	5:6		0.026593	0.000000	-0.026593	0.006762	-0.018548	0.570814	0.584903
25		2	6:6		0.027532	0.027532	0.000000	0.020751	-0.006068	0.571437	0.585445
26		2	7:6		0.032953	0.032953	0.000000	0.029013	-0.001948	0.571820	0.585616
27		2	8:6		0.037698	0.037698	0.000000	0.034877	-0.000643	0.572098	0.585663
28		2	8:7		0.040464	0.000000	-0.040464	0.011447	-0.027430	0.571080	0.584485
29		2	8:8		0.057970	0.000000	-0.057970	0.003778	-0.047974	0.570799	0.583559
30		2	9:8		0.078139	0.078139	0.000000	0.053733	-0.015832	0.573079	0.584925
31		2	9:9		0.102457	0.000000	-0.102457	0.017645	-0.074140	0.571587	0.582326
32		2	10:9		0.149459	0.149459	0.000000	0.106254	-0.024466	0.575659	0.584414
33		2	11:9		0.200000	0.200000	0.000000	0.169590	-0.007967	0.578647	0.585033
34		3	0:1		0.017653	0.000000	-0.017653	0.055965	-0.014351	0.573180	0.584988
35		3	0:2		0.017237	0.000000	-0.017237	0.018263	-0.016330	0.571362	0.584980
36		3	0:3		0.015511	0.000000	-0.015511	0.006027	-0.015552	0.570765	0.585042
37		3	0:4		0.014473	0.000000	-0.014473	0.001595	-0.014867	0.570547	0.585083
38		3	0:5		0.010743	0.000000	-0.010743	0.000000	-0.012132	0.570458	0.585212
39		3	0:6		0.008421	0.000000	-0.008421	0.000000	-0.009621	0.570447	0.585327
40		3	1:6		0.006072	0.006072	0.000000	0.004084	-0.003130	0.570616	0.585616
41		3	2:6		0.009173	0.009173	0.000000	0.007518	-0.000992	0.570773	0.585707
42		3	2:7		0.013559	0.000000	-0.013559	0.002481	-0.009410	0.570566	0.585332
43		3	3:7		0.009663	0.009663	0.000000	0.007318	-0.003077	0.570773	0.585611
44		3	3:8		0.014982	0.000000	-0.014982	0.002415	-0.011071	0.570570	0.585256
45		3	3:9		0.011767	0.000000	-0.011767	0.000781	-0.011568	0.570493	0.585236
46		3	3:10		0.009003	0.000000	-0.009003	0.000234	-0.009874	0.570459	0.585315
47		3	4:10		0.004939	0.004939	0.000000	0.003400	-0.003223	0.570583	0.585613
48		3	4:11		0.010056	0.000000	-0.010056	0.001096	-0.007828	0.570492	0.585407
